BHID,FROM,TO,LITHO_DESC,lithoID
14974,79.61,80.22,Early Diorite,2
14974,80.22,82.57,Felsic to Intermediate Dykes,3
14974,82.57,126.37,Intermediate to Ultramafic Volcanics,5
14974,126.37,131.97,Early Diorite,2
14974,131.97,159.04,Intermediate to Ultramafic Volcanics,5
14974,159.04,174.98,Indifferenciated Tuffs,6
14974,174.98,180.5,Shear Zone,4
14974,180.5,226.07,Early Diorite,2
14974,226.07,228.9,Intermediate to Ultramafic Volcanics,5
14974,228.9,232.98,Shear Zone,4
14974,232.98,271.57,Intermediate to Ultramafic Volcanics,5
14974,271.57,277.67,Felsic to Intermediate Dykes,3
14974,277.67,279.8,Intermediate to Ultramafic Volcanics,5
14974,279.8,281.17,Shear Zone,4
14974,281.17,292.3,Early Diorite,2
14974,292.3,293.06,Shear Zone,4
14974,293.06,309.4,Intermediate to Ultramafic Volcanics,5
14974,309.4,310.25,Felsic to Intermediate Dykes,3
14974,310.25,311.07,Early Diorite,2
14974,311.07,322.17,Intermediate to Ultramafic Volcanics,5
14974,322.17,327.69,Indifferenciated Tuffs,6
14974,327.69,332.38,Early Diorite,2
14974,332.38,333.63,Shear Zone,4
14974,333.63,336.98,Indifferenciated Tuffs,6
14974,336.98,338.93,Early Diorite,2
14974,338.93,394.28,Indifferenciated Tuffs,6
14974,394.28,398.92,Shear Zone,4
14974,398.92,404.71,Intermediate to Ultramafic Volcanics,5
14974,404.71,408.24,Felsic to Intermediate Dykes,3
14974,408.24,429.15,Intermediate to Ultramafic Volcanics,5
14975,0,3.35,Casing,1
14975,3.35,15.54,Early Diorite,2
14975,15.54,16,Shear Zone,4
14975,16,16.48,Early Diorite,2
14975,16.48,57.72,Intermediate to Ultramafic Volcanics,5
14975,57.72,77.66,Indifferenciated Tuffs,6
14975,77.66,79.46,Felsic to Intermediate Dykes,3
14975,79.46,127.8,Indifferenciated Tuffs,6
14975,127.8,152.52,Intermediate to Ultramafic Volcanics,5
14975,152.52,173.18,Indifferenciated Tuffs,6
14975,173.18,179.89,Early Diorite,2
14975,179.89,180.62,Quartz-Tourmaline Veins,10
14975,180.62,185.56,Early Diorite,2
14975,185.56,186.11,Indifferenciated Tuffs,6
14975,186.11,189.34,Early Diorite,2
14975,189.34,304.37,Indifferenciated Tuffs,6
14975,304.37,309.89,Felsic to Intermediate Dykes,3
14975,309.89,312.32,Intermediate to Ultramafic Volcanics,5
14975,312.32,312.9,Felsic to Intermediate Dykes,3
14975,312.9,331.8,Intermediate to Ultramafic Volcanics,5
14975,331.8,333.14,Felsic to Intermediate Dykes,3
14975,333.14,342.59,Intermediate to Ultramafic Volcanics,5
14975,342.59,343.14,Felsic to Intermediate Dykes,3
14975,343.14,346.64,Intermediate to Ultramafic Volcanics,5
14975,346.64,350.85,Shear Zone,4
14975,350.85,375.14,Early Diorite,2
14975,375.14,379.53,Felsic to Intermediate Dykes,3
14975,379.53,419.7,Intermediate to Ultramafic Volcanics,5
14975,419.7,429.15,Shear Zone,4
14976,0,3.04,Casing,1
14976,3.04,39.53,Indifferenciated Tuffs,6
14976,39.53,75.77,Intermediate to Ultramafic Volcanics,5
14976,75.77,77.87,Indifferenciated Tuffs,6
14976,77.87,79.03,Intermediate to Ultramafic Volcanics,5
14976,79.03,106.07,Indifferenciated Tuffs,6
14976,106.07,110.55,Shear Zone,4
14976,110.55,112.04,Intermediate to Ultramafic Volcanics,5
14976,112.04,128.93,Indifferenciated Tuffs,6
14976,128.93,139.59,Early Diorite,2
14976,139.59,159.01,Indifferenciated Tuffs,6
14976,159.01,161.36,Intermediate to Ultramafic Volcanics,5
14976,161.36,242.59,Indifferenciated Tuffs,6
14976,242.59,243.01,Felsic to Intermediate Dykes,3
14976,243.01,243.53,Indifferenciated Tuffs,6
14976,243.53,245.15,Felsic to Intermediate Dykes,3
14976,245.15,248.16,Shear Zone,4
14976,248.16,254.29,Felsic to Intermediate Dykes,3
14976,254.29,285.78,Indifferenciated Tuffs,6
14976,285.78,290.62,Early Diorite,2
14976,290.62,302.05,Shear Zone,4
14976,302.05,303.45,Intermediate to Ultramafic Volcanics,5
14976,303.45,347.77,Indifferenciated Tuffs,6
14976,347.77,353.72,Felsic to Intermediate Dykes,3
14976,353.72,376.94,Indifferenciated Tuffs,6
14976,376.94,377.67,Felsic to Intermediate Dykes,3
14976,377.67,397.76,Indifferenciated Tuffs,6
14977,0,12.19,Casing,1
14977,12.19,22.4,Indifferenciated Tuffs,6
14977,22.4,24.41,Intermediate to Ultramafic Volcanics,5
14977,24.41,142.09,Indifferenciated Tuffs,6
14977,142.09,145.35,Felsic to Intermediate Dykes,3
14977,145.35,155.47,Indifferenciated Tuffs,6
14977,155.47,169.25,Intermediate to Ultramafic Volcanics,5
14977,169.25,172.66,Felsic to Intermediate Dykes,3
14977,172.66,185.47,Shear Zone,4
14977,185.47,210.49,Intermediate to Ultramafic Volcanics,5
14977,210.49,214.88,Indifferenciated Tuffs,6
14977,214.88,304.55,Intermediate to Ultramafic Volcanics,5
14977,304.55,312.35,Felsic to Intermediate Dykes,3
14977,312.35,385.48,Intermediate to Ultramafic Volcanics,5
14977,385.48,388.13,Early Diorite,2
14977,388.13,395.93,Intermediate to Ultramafic Volcanics,5
14978,0,12.19,Casing,1
14978,12.19,17.25,Indifferenciated Tuffs,6
14978,17.25,20.11,Early Diorite,2
14978,20.11,22.61,Indifferenciated Tuffs,6
14978,22.61,30.29,Early Diorite,2
14978,30.29,43.34,Indifferenciated Tuffs,6
14978,43.34,45.01,Early Diorite,2
14978,45.01,54.74,Indifferenciated Tuffs,6
14978,54.74,57.94,Early Diorite,2
14978,57.94,60.28,Indifferenciated Tuffs,6
14978,60.28,66.2,Early Diorite,2
14978,66.2,85.19,Intermediate to Ultramafic Volcanics,5
14978,85.19,87.53,Early Diorite,2
14978,87.53,91.04,Indifferenciated Tuffs,6
14978,91.04,97.17,Early Diorite,2
14978,97.17,98.63,Intermediate to Ultramafic Volcanics,5
14978,98.63,102.44,Early Diorite,2
14978,102.44,107.89,Indifferenciated Tuffs,6
14978,107.89,119.93,Early Diorite,2
14978,119.93,124.72,Intermediate to Ultramafic Volcanics,5
14978,124.72,151.54,Indifferenciated Tuffs,6
14978,151.54,152.79,Felsic to Intermediate Dykes,3
14978,152.79,165.2,Indifferenciated Tuffs,6
14978,165.2,174.49,Early Diorite,2
14978,174.49,177.21,Indifferenciated Tuffs,6
14978,177.21,179.25,Early Diorite,2
14978,179.25,189.7,Indifferenciated Tuffs,6
14978,189.7,195.25,Early Diorite,2
14978,195.25,238.65,Indifferenciated Tuffs,6
14978,238.65,309.37,Intermediate to Ultramafic Volcanics,5
14978,309.37,318.3,Indifferenciated Tuffs,6
14978,318.3,337.5,Intermediate to Ultramafic Volcanics,5
14978,337.5,368.19,Indifferenciated Tuffs,6
15,0,7.01,Casing,1
15,7.01,8.53,Shear Zone,4
15,8.53,13.56,Early Diorite,2
15,13.56,16.45,Shear Zone,4
15,16.45,18.89,Early Diorite,2
15,18.89,21.94,Diorite,2
15,21.94,24.07,Early Diorite,2
15,24.07,54.86,Shear Zone,4
15,54.86,62.48,Early Diorite,2
15,62.48,68.88,Intermediate to Ultramafic Volcanics,5
15,68.88,71.62,Shear Zone,4
15,71.62,86.41,Early Diorite,2
15,86.41,87.47,Intermediate to Ultramafic Volcanics,5
15,87.47,88.08,Early Diorite,2
15,88.08,92.65,Intermediate to Ultramafic Volcanics,5
15,92.65,95.85,Early Diorite,2
15025,0,6.09,Casing,1
15025,6.09,45.41,Intermediate to Ultramafic Volcanics,5
15025,45.41,48.24,Felsic to Intermediate Dykes,3
15025,48.24,61.87,Intermediate to Ultramafic Volcanics,5
15025,61.87,64.37,Shear Zone,4
15025,64.37,93.26,Intermediate to Ultramafic Volcanics,5
15025,93.26,99.21,Early Diorite,2
15025,99.21,101.55,Intermediate to Ultramafic Volcanics,5
15025,101.55,104.54,Diorite,2
15025,104.54,108.14,Intermediate to Ultramafic Volcanics,5
15025,108.14,140.08,Early Diorite,2
15025,140.08,177.63,Indifferenciated Tuffs,6
15025,177.63,181.05,Early Diorite,2
15025,181.05,183.3,Granodiorite,11
15025,183.3,185.31,Early Diorite,2
15026,0,6.09,Casing,1
15026,6.09,58.58,Indifferenciated Tuffs,6
15026,58.58,60.8,Early Diorite,2
15026,60.8,104.85,Indifferenciated Tuffs,6
15026,104.85,114.42,Early Diorite,2
15026,114.42,123.68,Indifferenciated Tuffs,6
15026,123.68,132.13,Early Diorite,2
15026,132.13,160.72,Indifferenciated Tuffs,6
15026,160.72,175.56,Early Diorite,2
15026,175.56,192.66,Intermediate to Ultramafic Volcanics,5
15026,192.66,201.01,Early Diorite,2
15026,201.01,203.05,Indifferenciated Tuffs,6
15026,203.05,203.97,Early Diorite,2
15026,203.97,209,Indifferenciated Tuffs,6
15026,209,212.41,Early Diorite,2
15026,212.41,216.22,Indifferenciated Tuffs,6
15026,216.22,226.46,Early Diorite,2
15026,226.46,226.98,Felsic to Intermediate Dykes,3
15026,226.98,228.02,Granodiorite,11
15026,228.02,239.87,Felsic to Intermediate Dykes,3
15026,239.87,245.15,Early Diorite,2
15026,245.15,259.38,Felsic to Intermediate Dykes,3
15026,259.38,262.52,Early Diorite,2
15026,262.52,264.56,Indifferenciated Tuffs,6
15273,0,16.64,Casing,1
15273,16.64,59.03,Intermediate to Ultramafic Volcanics,5
15273,59.03,66.44,Felsic to Intermediate Dykes,3
15273,66.44,118.56,Intermediate to Ultramafic Volcanics,5
15273,118.56,145.99,Intermediate to Ultramafic Volcanics,5
15273,145.99,203.69,Intermediate to Ultramafic Volcanics,5
15273,203.69,213.96,Shear Zone,4
15273,213.96,255.02,Intermediate to Ultramafic Volcanics,5
15273,255.02,257.09,Felsic to Intermediate Dykes,3
15273,257.09,287.42,Intermediate to Ultramafic Volcanics,5
15273,287.42,301.75,Intermediate to Ultramafic Volcanics,5
15273,301.75,308.76,Shear Zone,4
15273,308.76,310.43,Quartz-Tourmaline Veins,10
15273,310.43,312.11,Shear Zone,4
15273,312.11,334.73,Indifferenciated Tuffs,6
15273,334.73,339.57,Felsic to Intermediate Dykes,3
15273,339.57,341.61,Indifferenciated Tuffs,6
15273,341.61,344.14,Felsic to Intermediate Dykes,3
15273,344.14,352.4,Indifferenciated Tuffs,6
15273,352.4,360.73,Felsic to Intermediate Dykes,3
15273,360.73,363.32,Intermediate to Ultramafic Volcanics,5
15273,363.32,365.33,Felsic to Intermediate Dykes,3
15273,365.33,373.38,Intermediate to Ultramafic Volcanics,5
15273,373.38,374.59,Indifferenciated Tuffs,6
15273,374.59,392.46,Indifferenciated Tuffs,6
15273,392.46,393.92,Felsic to Intermediate Dykes,3
15273,393.92,397.91,Indifferenciated Tuffs,6
15274,0,20.72,Casing,1
15274,20.72,25.99,Intermediate to Ultramafic Volcanics,5
15274,25.99,29.56,Felsic to Intermediate Dykes,3
15274,29.56,39.31,Shear Zone,4
15274,39.31,50.53,Intermediate to Ultramafic Volcanics,5
15274,50.53,53.18,Early Diorite,2
15274,53.18,57.91,Intermediate to Ultramafic Volcanics,5
15274,57.91,64.31,Shear Zone,4
15274,64.31,67.97,Intermediate to Ultramafic Volcanics,5
15274,67.97,72.84,Shear Zone,4
15274,72.84,90.52,Intermediate to Ultramafic Volcanics,5
15274,90.52,148.13,Intermediate to Ultramafic Volcanics,5
15274,148.13,150.81,Felsic to Intermediate Dykes,3
15274,150.81,188.73,Intermediate to Ultramafic Volcanics,5
15274,188.73,196.59,Felsic to Intermediate Dykes,3
15274,196.59,202.44,Intermediate to Ultramafic Volcanics,5
15274,202.44,220.37,Indifferenciated Tuffs,6
15274,220.37,230.15,Intermediate to Ultramafic Volcanics,5
15274,230.15,232.25,Felsic to Intermediate Dykes,3
15274,232.25,236.98,Intermediate to Ultramafic Volcanics,5
15274,236.98,244.2,Felsic to Intermediate Dykes,3
15274,244.2,272.43,Intermediate to Ultramafic Volcanics,5
15274,272.43,277.58,Early Diorite,2
15275,0,13.1,Casing,1
15275,13.1,116.43,Indifferenciated Tuffs,6
15275,116.43,121.15,Felsic to Intermediate Dykes,3
15275,121.15,130.85,Indifferenciated Tuffs,6
15275,130.85,141.18,Felsic to Intermediate Dykes,3
15275,141.18,146.3,Indifferenciated Tuffs,6
15275,146.3,146.91,Intermediate to Ultramafic Volcanics,5
15275,146.91,152,Indifferenciated Tuffs,6
15275,152,166.35,Intermediate to Ultramafic Volcanics,5
15275,166.35,170.99,Early Diorite,2
15275,170.99,180.65,Intermediate to Ultramafic Volcanics,5
15275,180.65,205.64,Early Diorite,2
15275,205.64,209.94,Indifferenciated Tuffs,6
15275,209.94,219.76,Early Diorite,2
15275,219.76,223.5,Felsic to Intermediate Dykes,3
15275,223.5,227.44,Early Diorite,2
15275,227.44,232.86,Felsic to Intermediate Dykes,3
15275,232.86,235.85,Indifferenciated Tuffs,6
15275,235.85,240.79,Intermediate to Ultramafic Volcanics,5
15275,240.79,245.15,Felsic to Intermediate Dykes,3
15275,245.15,254.69,Early Diorite,2
15275,254.69,274.96,Intermediate to Ultramafic Volcanics,5
15275,274.96,284.46,Indifferenciated Tuffs,6
15275,284.46,288.18,Felsic to Intermediate Dykes,3
15275,288.18,314.94,Indifferenciated Tuffs,6
15275,314.94,318.66,Felsic to Intermediate Dykes,3
15275,318.66,333.35,Indifferenciated Tuffs,6
15275,333.35,342.22,Early Diorite,2
15275,342.22,350.21,Indifferenciated Tuffs,6
15275,350.21,355.09,Early Diorite,2
15275,355.09,360.42,Indifferenciated Tuffs,6
15275,360.42,361.49,Felsic to Intermediate Dykes,3
15275,361.49,368.62,Early Diorite,2
15275,368.62,380.87,Indifferenciated Tuffs,6
15275,380.87,386.79,Shear Zone,4
15275,386.79,402.38,Felsic to Intermediate Dykes,3
15275,402.38,407.91,Intermediate to Ultramafic Volcanics,5
15275,407.91,410.47,Felsic to Intermediate Dykes,3
15275,410.47,477.77,Intermediate to Ultramafic Volcanics,5
15275,477.77,483.87,Felsic to Intermediate Dykes,3
15275,483.87,502.92,Intermediate to Ultramafic Volcanics,5
15276,0,11.18,Casing,1
15276,11.18,24.38,Intermediate to Ultramafic Volcanics,5
15276,24.38,29.41,Indifferenciated Tuffs,6
15276,29.41,35.05,Shear Zone,4
15276,35.05,53,Indifferenciated Tuffs,6
15276,53,65.65,Intermediate to Ultramafic Volcanics,5
15276,65.65,82.41,Indifferenciated Tuffs,6
15276,82.41,84.46,Early Diorite,2
15276,84.46,120.57,Intermediate to Ultramafic Volcanics,5
15276,120.57,129.84,Felsic to Intermediate Dykes,3
15276,129.84,142.95,Intermediate to Ultramafic Volcanics,5
15276,142.95,153.68,Felsic to Intermediate Dykes,3
15276,153.68,155.29,Intermediate to Ultramafic Volcanics,5
15276,155.29,156.21,Felsic to Intermediate Dykes,3
15276,156.21,165.81,Indifferenciated Tuffs,6
15276,165.81,168.12,Felsic to Intermediate Dykes,3
15276,168.12,177.08,Early Diorite,2
15276,177.08,197.81,Indifferenciated Tuffs,6
15276,197.81,220.67,Intermediate to Ultramafic Volcanics,5
15276,220.67,227.99,Indifferenciated Tuffs,6
15276,227.99,247.89,Felsic to Intermediate Dykes,3
15276,247.89,250.54,Early Diorite,2
15276,250.54,283.76,Intermediate to Ultramafic Volcanics,5
15276,283.76,290.71,Early Diorite,2
15276,290.71,329.67,Intermediate to Ultramafic Volcanics,5
15276,329.67,333.14,Felsic to Intermediate Dykes,3
15276,333.14,342.9,Shear Zone,4
15276,342.9,426.01,Intermediate to Ultramafic Volcanics,5
15277,0,13.71,Casing,1
15277,13.71,20.17,Intermediate to Ultramafic Volcanics,5
15277,20.17,28.34,Early Diorite,2
15277,28.34,69.73,Indifferenciated Tuffs,6
15277,69.73,73.33,Felsic to Intermediate Dykes,3
15277,73.33,96.37,Indifferenciated Tuffs,6
15277,96.37,118.2,Intermediate to Ultramafic Volcanics,5
15277,118.2,128.38,Felsic to Intermediate Dykes,3
15277,128.38,135.94,Intermediate to Ultramafic Volcanics,5
15277,135.94,143.31,Indifferenciated Tuffs,6
15277,143.31,190.07,Intermediate to Ultramafic Volcanics,5
15277,190.07,194.46,Felsic to Intermediate Dykes,3
15277,194.46,223.11,Intermediate to Ultramafic Volcanics,5
15277,223.11,225.82,Felsic to Intermediate Dykes,3
15277,225.82,236.15,Indifferenciated Tuffs,6
15277,236.15,239.84,Felsic to Intermediate Dykes,3
15277,239.84,260.87,Indifferenciated Tuffs,6
15277,260.87,265.81,Early Diorite,2
15277,265.81,267.7,Felsic to Intermediate Dykes,3
15277,267.7,269.07,Early Diorite,2
15277,269.07,273,Felsic to Intermediate Dykes,3
15277,273,278.19,Early Diorite,2
15277,278.19,280.29,Indifferenciated Tuffs,6
15277,280.29,286.57,Felsic to Intermediate Dykes,3
15277,286.57,289.25,Indifferenciated Tuffs,6
15277,289.25,294.83,Felsic to Intermediate Dykes,3
15277,294.83,300.74,Indifferenciated Tuffs,6
15277,300.74,303.51,Felsic to Intermediate Dykes,3
15277,303.51,320.37,Intermediate to Ultramafic Volcanics,5
15277,320.37,326.86,Felsic to Intermediate Dykes,3
15277,326.86,367.89,Early Diorite,2
15277,367.89,371.85,Felsic to Intermediate Dykes,3
15277,371.85,388.01,Intermediate to Ultramafic Volcanics,5
15277,388.01,393.43,Felsic to Intermediate Dykes,3
15277,393.43,426.72,Intermediate to Ultramafic Volcanics,5
16,0,10.21,Casing,1
16,10.21,13.41,Early Diorite,2
16,13.41,14.78,Diorite,2
16,14.78,39.77,Early Diorite,2
16,39.77,42.67,Felsic to Intermediate Dykes,3
16,42.67,49.98,Early Diorite,2
16,49.98,56.08,Felsic to Intermediate Dykes,3
16,56.08,56.38,Early Diorite,2
16,56.38,57.91,Felsic to Intermediate Dykes,3
16,57.91,59.13,Early Diorite,2
16,59.13,61.87,Diorite,2
16,61.87,66.44,Early Diorite,2
16,66.44,69.18,Felsic to Intermediate Dykes,3
16,69.18,89.61,Early Diorite,2
16037,0,2.74,Casing,1
16037,2.74,23.62,Intermediate to Ultramafic Volcanics,5
16037,23.62,27.73,Early Diorite,2
16037,27.73,33.13,Felsic to Intermediate Dykes,3
16037,33.13,47.33,Early Diorite,2
16037,47.33,60.04,Intermediate to Ultramafic Volcanics,5
16037,60.04,68.61,Intermediate to Ultramafic Volcanics,5
16037,68.61,76.71,Intermediate to Ultramafic Volcanics,5
16037,76.71,83.75,Intermediate to Ultramafic Volcanics,5
16037,83.75,88.3,Intermediate to Ultramafic Volcanics,5
16037,88.3,92.29,Intermediate to Ultramafic Volcanics,5
16037,92.29,104.69,Indifferenciated Tuffs,6
16037,104.69,108.44,Early Diorite,2
16037,108.44,117.83,Intermediate to Ultramafic Volcanics,5
16037,117.83,127.4,Intermediate to Ultramafic Volcanics,5
16037,127.4,136.3,Intermediate to Ultramafic Volcanics,5
16037,136.3,138.68,Intermediate to Ultramafic Volcanics,5
16037,138.68,159.71,Intermediate to Ultramafic Volcanics,5
16037,159.71,166.84,Indifferenciated Tuffs,6
16037,166.84,176.54,Intermediate to Ultramafic Volcanics,5
16037,176.54,185.56,Early Diorite,2
16037,185.56,187.45,Felsic to Intermediate Dykes,3
16037,187.45,189.89,Early Diorite,2
16037,189.89,191.56,Felsic to Intermediate Dykes,3
16037,191.56,194.4,Early Diorite,2
16037,194.4,195.92,Felsic to Intermediate Dykes,3
16037,195.92,198.51,Early Diorite,2
16037,198.51,200.64,Felsic to Intermediate Dykes,3
16037,200.64,227.19,Early Diorite,2
16037,227.19,233.26,Shear Zone,4
16037,233.26,252.52,Early Diorite,2
16037,252.52,258.37,Intermediate to Ultramafic Volcanics,5
16037,258.37,262.61,Felsic to Intermediate Dykes,3
16037,262.61,269.53,Intermediate to Ultramafic Volcanics,5
16037,269.53,282,Shear Zone,4
16037,282,295.8,Indifferenciated Tuffs,6
16037,295.8,297.82,Intermediate to Ultramafic Volcanics,5
16037,297.82,330.61,Early Diorite,2
16037,330.61,334.51,Felsic to Intermediate Dykes,3
16037,334.51,340,Early Diorite,2
16037,340,368.68,Intermediate to Ultramafic Volcanics,5
16037,368.68,379.78,Felsic to Intermediate Dykes,3
16037,379.78,382.52,Intermediate to Ultramafic Volcanics,5
16037,382.52,383.92,Felsic to Intermediate Dykes,3
16037,383.92,387.85,Intermediate to Ultramafic Volcanics,5
16037,387.85,408.21,Early Diorite,2
16037,408.21,418.79,Intermediate to Ultramafic Volcanics,5
16037,418.79,426.11,Shear Zone,4
16037,426.11,435.4,Indifferenciated Tuffs,6
16037,435.4,438.15,Early Diorite,2
16037,438.15,455.15,Indifferenciated Tuffs,6
16037,455.15,456.89,Felsic to Intermediate Dykes,3
16037,456.89,473.44,Indifferenciated Tuffs,6
16037,473.44,493.77,Intermediate to Ultramafic Volcanics,5
16038,0,0.91,Casing,1
16038,0.91,4.26,Intermediate to Ultramafic Volcanics,5
16038,4.26,25.6,Intermediate to Ultramafic Volcanics,5
16038,25.6,28.95,Felsic to Intermediate Dykes,3
16038,28.95,40.84,Intermediate to Ultramafic Volcanics,5
16038,40.84,45.72,Intermediate to Ultramafic Volcanics,5
16038,45.72,53.49,Intermediate to Ultramafic Volcanics,5
16038,53.49,54.86,Intermediate to Ultramafic Volcanics,5
16038,54.86,60.74,Intermediate to Ultramafic Volcanics,5
16038,60.74,65.37,Intermediate to Ultramafic Volcanics,5
16038,65.37,71.23,Intermediate to Ultramafic Volcanics,5
16038,71.23,76.74,Intermediate to Ultramafic Volcanics,5
16038,76.74,87.47,Intermediate to Ultramafic Volcanics,5
16038,87.47,104.54,Early Diorite,2
16038,104.54,112.34,Intermediate to Ultramafic Volcanics,5
16038,112.34,116.55,Felsic to Intermediate Dykes,3
16038,116.55,125.88,Intermediate to Ultramafic Volcanics,5
16038,125.88,137.67,Intermediate to Ultramafic Volcanics,5
16038,137.67,140.11,Intermediate to Ultramafic Volcanics,5
16038,140.11,182.88,Intermediate to Ultramafic Volcanics,5
16038,182.88,188.09,Shear Zone,4
16038,188.09,212.29,Intermediate to Ultramafic Volcanics,5
16038,212.29,217.38,Felsic to Intermediate Dykes,3
16038,217.38,224.75,Intermediate to Ultramafic Volcanics,5
16038,224.75,228.6,Felsic to Intermediate Dykes,3
16038,228.6,237.8,Intermediate to Ultramafic Volcanics,5
16038,237.8,238.65,Felsic to Intermediate Dykes,3
16038,238.65,271.48,Intermediate to Ultramafic Volcanics,5
16038,271.48,281.14,Felsic to Intermediate Dykes,3
16038,281.14,284.01,Indifferenciated Tuffs,6
16038,284.01,286.51,Felsic to Intermediate Dykes,3
16038,286.51,305.31,Indifferenciated Tuffs,6
16038,305.31,309.03,Intermediate to Ultramafic Volcanics,5
